04-01-23,22:11:29,54.098285,-4.673249,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:11:45,54.098274,-4.673257,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:12:01,54.098272,-4.673254,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:12:17,54.098275,-4.673250,51,15,19,100,225.648,12B,BBC National DAB
04-01-23,22:12:34,54.098262,-4.673260,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:12:50,54.098265,-4.673258,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:13:06,54.098292,-4.673243,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:13:22,54.098300,-4.673241,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:13:38,54.098313,-4.673232,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:13:54,54.098322,-4.673228,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:14:10,54.098320,-4.673223,53,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:14:27,54.098331,-4.673217,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:14:43,54.098332,-4.673218,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:14:59,54.098312,-4.673224,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:15:15,54.098308,-4.673224,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:15:31,54.098315,-4.673218,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:15:46,54.098318,-4.673224,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:16:03,54.098334,-4.673229,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:16:20,54.098324,-4.673238,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:16:36,54.098328,-4.673242,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:16:52,54.098324,-4.673247,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:17:08,54.098318,-4.673250,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:17:24,54.098319,-4.673241,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:17:40,54.098317,-4.673237,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:17:56,54.098320,-4.673228,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:18:13,54.098325,-4.673224,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:18:29,54.098319,-4.673222,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:18:45,54.098313,-4.673221,51,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:19:01,54.098319,-4.673213,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:19:17,54.098327,-4.673207,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:19:33,54.098343,-4.673202,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:19:49,54.098341,-4.673193,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:20:06,54.098346,-4.673185,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:20:22,54.098359,-4.673185,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:20:38,54.098365,-4.673197,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:20:54,54.098350,-4.673200,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:21:10,54.098369,-4.673195,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:21:26,54.098372,-4.673190,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:21:42,54.098348,-4.673197,51,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:21:59,54.098337,-4.673198,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:22:15,54.098340,-4.673208,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:22:31,54.098337,-4.673230,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:22:47,54.098353,-4.673249,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:23:03,54.098360,-4.673255,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:23:19,54.098364,-4.673256,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:23:35,54.098373,-4.673255,51,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:23:52,54.098388,-4.673262,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:24:08,54.098391,-4.673264,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:24:24,54.098366,-4.673262,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:24:40,54.098345,-4.673267,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:24:56,54.098329,-4.673273,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:25:12,54.098333,-4.673273,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:25:29,54.098347,-4.673270,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:25:45,54.098352,-4.673258,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:26:01,54.098357,-4.673253,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:26:17,54.098326,-4.673243,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:26:33,54.098309,-4.673205,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:26:49,54.098308,-4.673190,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:27:05,54.098311,-4.673196,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:27:22,54.098321,-4.673201,51,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:27:38,54.098324,-4.673207,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:27:54,54.098340,-4.673202,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:28:10,54.098346,-4.673213,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:28:26,54.098348,-4.673223,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:28:42,54.098343,-4.673225,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:28:58,54.098337,-4.673228,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:29:15,54.098334,-4.673227,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:29:31,54.098326,-4.673229,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:29:47,54.098315,-4.673233,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:30:03,54.098311,-4.673236,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:30:19,54.098305,-4.673237,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:30:35,54.098306,-4.673239,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:30:51,54.098312,-4.673241,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:31:08,54.098315,-4.673246,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:31:24,54.098317,-4.673256,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:31:40,54.098331,-4.673257,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:31:56,54.098331,-4.673254,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:32:12,54.098329,-4.673253,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:32:28,54.098330,-4.673253,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:32:44,54.098329,-4.673254,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:33:01,54.098327,-4.673254,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:33:17,54.098324,-4.673257,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:33:33,54.098321,-4.673255,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:33:49,54.098319,-4.673252,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:34:05,54.098315,-4.673253,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:34:21,54.098323,-4.673250,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:34:37,54.098340,-4.673242,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:34:54,54.098343,-4.673230,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:35:10,54.098342,-4.673225,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:35:26,54.098349,-4.673218,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:35:42,54.098331,-4.673219,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:35:58,54.098317,-4.673221,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:36:14,54.098314,-4.673245,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:36:30,54.098319,-4.673256,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:36:47,54.098332,-4.673235,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:37:03,54.098335,-4.673199,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:37:19,54.098346,-4.673198,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:37:35,54.098337,-4.673185,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:37:51,54.098323,-4.673202,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:38:07,54.098315,-4.673205,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:38:24,54.098320,-4.673219,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:38:40,54.098315,-4.673228,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:38:56,54.098311,-4.673234,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:39:12,54.098310,-4.673247,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:39:28,54.098313,-4.673258,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:39:44,54.098308,-4.673263,52,16,19,100,225.648,12B,BBC National DAB
04-01-23,22:40:00,54.098304,-4.673256,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:40:17,54.098301,-4.673259,52,16,18,100,225.648,12B,BBC National DAB
04-01-23,22:40:33,54.098291,-4.673254,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:40:49,54.098287,-4.673263,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:41:05,54.098284,-4.673278,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:41:21,54.098295,-4.673262,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:41:37,54.098307,-4.673244,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:41:53,54.098322,-4.673233,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:42:10,54.098327,-4.673242,52,17,21,100,225.648,12B,BBC National DAB
04-01-23,22:42:26,54.098328,-4.673240,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:42:42,54.098331,-4.673232,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:42:58,54.098332,-4.673223,52,17,18,100,225.648,12B,BBC National DAB
04-01-23,22:43:14,54.098333,-4.673228,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:43:30,54.098314,-4.673232,52,17,19,100,225.648,12B,BBC National DAB
04-01-23,22:43:46,54.098311,-4.673236,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:44:03,54.098315,-4.673242,53,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:44:19,54.098314,-4.673244,52,16,21,100,225.648,12B,BBC National DAB
04-01-23,22:44:35,54.098310,-4.673245,52,17,18,100,225.648,12B,BBC National DAB
